user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_probability,estimated_remaining_months,revenue_at_risk,expected_revenue_at_risk,expected_remaining_ltv,risk_level,risk_category,recovery_probability,estimated_recoverable_revenue,recommended_action,intervention_cost,net_recoverable_value,roi_multiple,is_profitable_intervention
141,2023-04-20,Premium,699,11.7,4,1,17,24,No,0.3496,6,1466.22,1466.22,2727.78,Low Risk,Low Risk,0.54,791.76,No action,0.0,791.76,791.8,False
142,2024-11-05,Basic,199,14.5,4,5,25,18,Yes,0.5284,8,841.21,841.21,750.79,Medium Risk,Medium Risk,0.16,134.59,Payment retry & Concierge billing call,65.0,69.59,2.1,True
143,2023-10-21,Standard,399,0.7,0,4,18,47,Yes,0.9018,6,2158.91,2158.91,235.09,Critical Risk,Critical Risk,0.09,194.3,Payment retry & Concierge billing call,65.0,129.3,3.0,True
144,2024-11-06,Basic,199,5.9,3,4,23,16,No,0.386,8,614.51,614.51,977.49,Medium Risk,Medium Risk,0.22,135.19,Payment retry & Concierge billing call,65.0,70.19,2.1,True
145,2024-08-16,Premium,699,15.9,0,2,9,50,Yes,0.6058,6,2540.73,2540.73,1653.27,High Risk,High Risk,0.48,1219.55,Payment retry & Concierge billing call,65.0,1154.55,18.8,True
146,2023-07-25,Standard,399,2.7,4,2,9,47,Yes,0.9749,6,2333.91,2333.91,60.09,Critical Risk,Critical Risk,0.07,163.37,Payment retry & Concierge billing call,65.0,98.37,2.5,True
147,2023-06-18,Basic,199,22.0,5,4,35,32,No,0.7199,8,1146.08,1146.08,445.92,High Risk,High Risk,0.22,252.14,Payment retry & Concierge billing call,65.0,187.14,3.9,True
148,2023-04-28,Standard,399,24.2,4,5,31,55,Yes,0.7803,8,2490.72,2490.72,701.28,High Risk,High Risk,0.06,149.44,Payment retry & Concierge billing call,65.0,84.44,2.3,True
149,2024-02-11,Standard,399,3.9,3,5,5,46,Yes,0.8945,6,2141.43,2141.43,252.57,Critical Risk,Critical Risk,0.05,107.07,Payment retry & Concierge billing call,65.0,42.07,1.6,True
150,2024-04-10,Premium,699,2.7,6,0,24,16,No,0.2316,8,1295.11,1295.11,4296.89,Low Risk,Low Risk,0.47,608.7,No action,0.0,608.7,608.7,False
151,2023-01-26,Standard,399,14.8,5,0,17,43,Yes,0.5251,6,1257.09,1257.09,1136.91,Medium Risk,Medium Risk,0.55,691.4,Customer support follow-up,120.0,571.4,5.8,True
152,2024-04-20,Premium,699,8.5,3,5,36,4,No,0.3102,8,1734.64,1734.64,3857.36,Low Risk,Low Risk,0.26,451.01,No action,0.0,451.01,451.0,False
153,2023-11-08,Premium,699,16.4,1,1,20,2,No,0.1266,8,707.95,707.95,4884.05,Low Risk,Low Risk,0.82,580.52,No action,0.0,580.52,580.5,False
154,2024-11-17,Standard,399,2.9,8,1,8,24,Yes,0.9259,6,2216.6,2216.6,177.4,Critical Risk,Critical Risk,0.09,199.49,Payment reminder & Priority billing assistance,35.0,164.49,5.7,True
155,2024-05-16,Premium,699,10.8,2,3,35,41,Yes,0.7742,8,4329.33,4329.33,1262.67,High Risk,High Risk,0.21,909.16,Payment retry & Concierge billing call,65.0,844.16,14.0,True
156,2024-03-30,Premium,699,23.5,4,0,27,44,Yes,0.676,8,3780.19,3780.19,1811.81,High Risk,High Risk,0.68,2570.53,Customer support follow-up,120.0,2450.53,21.4,True
157,2024-10-22,Standard,399,21.5,1,5,16,23,Yes,0.6769,6,1620.5,1620.5,773.5,High Risk,High Risk,0.36,583.38,Payment retry & Concierge billing call,65.0,518.38,9.0,True
158,2024-04-10,Standard,399,10.3,3,0,4,60,No,0.3259,4,520.14,520.14,1075.86,Low Risk,Low Risk,0.5,260.07,No action,0.0,260.07,260.1,False
159,2023-05-09,Basic,199,16.2,0,0,14,50,Yes,0.4266,6,509.36,509.36,684.64,Medium Risk,Medium Risk,0.76,387.11,Engagement campaign,10.0,377.11,38.7,True
160,2023-08-27,Premium,699,2.2,8,1,14,37,Yes,0.9361,6,3926.0,3926.0,268.0,Critical Risk,Critical Risk,0.08,314.08,Payment reminder & Priority billing assistance,35.0,279.08,9.0,True
161,2023-05-14,Standard,399,19.8,0,2,10,54,No,0.5128,6,1227.64,1227.64,1166.36,Medium Risk,Medium Risk,0.52,638.37,Payment retry & Concierge billing call,65.0,573.37,9.8,True
162,2023-01-16,Premium,699,20.1,1,5,17,55,Yes,0.7279,6,3052.81,3052.81,1141.19,High Risk,High Risk,0.26,793.73,Payment retry & Concierge billing call,65.0,728.73,12.2,True
163,2024-03-07,Standard,399,14.9,0,1,16,16,Yes,0.2639,6,631.78,631.78,1762.22,Low Risk,Low Risk,0.73,461.2,No action,0.0,461.2,461.2,False
164,2024-08-30,Premium,699,18.8,7,3,8,49,Yes,0.8523,6,3574.55,3574.55,619.45,Critical Risk,Critical Risk,0.05,178.73,Payment retry & Concierge billing call,65.0,113.73,2.7,True
165,2024-11-05,Basic,199,12.8,0,5,29,50,No,0.4546,8,723.72,723.72,868.28,Medium Risk,Medium Risk,0.23,166.46,Payment retry & Concierge billing call,65.0,101.46,2.6,True
166,2024-03-12,Premium,699,11.7,0,0,20,30,No,0.267,8,1493.06,1493.06,4098.94,Low Risk,Low Risk,0.8,1194.45,No action,0.0,1194.45,1194.4,False
167,2024-09-14,Premium,699,12.5,7,0,7,57,Yes,0.456,6,1912.46,1912.46,2281.54,Medium Risk,Medium Risk,0.36,688.49,Customer support follow-up,120.0,568.49,5.7,True
168,2024-09-03,Basic,199,3.6,8,5,5,20,Yes,0.9016,6,1076.51,1076.51,117.49,Critical Risk,Critical Risk,0.05,53.83,Payment retry & Concierge billing call,65.0,-11.17,0.8,False
169,2024-11-01,Premium,699,11.6,6,0,19,50,No,0.4791,8,2679.13,2679.13,2912.87,Medium Risk,Medium Risk,0.48,1285.98,Customer support follow-up,120.0,1165.98,10.7,True
170,2024-02-28,Premium,699,18.2,3,3,36,28,No,0.547,8,3058.82,3058.82,2533.18,Medium Risk,Medium Risk,0.44,1345.88,Payment retry & Concierge billing call,65.0,1280.88,20.7,True
171,2023-09-19,Standard,399,10.3,1,2,30,27,Yes,0.7094,8,2264.4,2264.4,927.6,High Risk,High Risk,0.54,1222.78,Payment retry & Concierge billing call,65.0,1157.78,18.8,True
172,2023-04-06,Standard,399,17.3,7,0,10,5,No,0.1607,6,384.72,384.72,2009.28,Low Risk,Low Risk,0.61,234.68,No action,0.0,234.68,234.7,False
173,2024-07-29,Standard,399,18.7,5,1,7,35,Yes,0.5987,6,1433.29,1433.29,960.71,Medium Risk,Medium Risk,0.41,587.65,Payment reminder & Priority billing assistance,35.0,552.65,16.8,True
174,2024-03-09,Premium,699,16.9,6,2,22,55,Yes,0.7141,8,3993.25,3993.25,1598.75,High Risk,High Risk,0.33,1317.77,Payment retry & Concierge billing call,65.0,1252.77,20.3,True
175,2023-08-06,Premium,699,24.2,4,2,4,6,No,0.3089,4,863.68,863.68,1932.32,Low Risk,Low Risk,0.6,518.21,No action,0.0,518.21,518.2,False
176,2023-04-28,Basic,199,6.0,1,2,31,54,Yes,0.586,8,932.91,932.91,659.09,Medium Risk,Medium Risk,0.42,391.82,Payment retry & Concierge billing call,65.0,326.82,6.0,True
177,2024-07-24,Standard,399,20.3,8,4,15,39,Yes,0.831,6,1989.41,1989.41,404.59,Critical Risk,Critical Risk,0.05,99.47,Payment retry & Concierge billing call,65.0,34.47,1.5,True
178,2023-12-14,Basic,199,1.2,4,5,18,48,Yes,0.9575,6,1143.26,1143.26,50.74,Critical Risk,Critical Risk,0.05,57.16,Payment retry & Concierge billing call,65.0,-7.84,0.9,False
179,2023-05-26,Standard,399,4.9,2,4,1,42,Yes,0.8682,4,1385.65,1385.65,210.35,Critical Risk,Critical Risk,0.05,69.28,Payment retry & Concierge billing call,65.0,4.28,1.1,True
180,2023-12-16,Premium,699,2.7,8,1,2,24,Yes,0.9744,4,2724.42,2724.42,71.58,Critical Risk,Critical Risk,0.09,245.2,Payment reminder & Priority billing assistance,35.0,210.2,7.0,True
181,2023-02-23,Basic,199,8.1,5,4,24,38,Yes,0.7755,8,1234.6,1234.6,357.4,High Risk,High Risk,0.05,61.73,Payment retry & Concierge billing call,65.0,-3.27,0.9,False
182,2024-11-08,Basic,199,19.0,0,5,11,5,Yes,0.4701,6,561.3,561.3,632.7,Medium Risk,Medium Risk,0.41,230.13,Payment retry & Concierge billing call,65.0,165.13,3.5,True
183,2023-04-27,Standard,399,15.4,6,2,32,13,No,0.3431,8,1095.18,1095.18,2096.82,Low Risk,Low Risk,0.51,558.54,No action,0.0,558.54,558.5,False
184,2023-08-14,Standard,399,3.2,7,4,28,42,Yes,0.9659,8,3083.15,3083.15,108.85,Critical Risk,Critical Risk,0.05,154.16,Payment retry & Concierge billing call,65.0,89.16,2.4,True
185,2023-09-19,Standard,399,0.7,4,1,4,49,Yes,0.9485,4,1513.81,1513.81,82.19,Critical Risk,Critical Risk,0.15,227.07,Payment reminder & Priority billing assistance,35.0,192.07,6.5,True
186,2024-01-25,Standard,399,3.4,7,5,21,27,Yes,0.9614,8,3068.79,3068.79,123.21,Critical Risk,Critical Risk,0.05,153.44,Payment retry & Concierge billing call,65.0,88.44,2.4,True
187,2023-02-13,Premium,699,12.8,5,0,15,25,No,0.4863,6,2039.54,2039.54,2154.46,Medium Risk,Medium Risk,0.61,1244.12,Customer support follow-up,120.0,1124.12,10.4,True
188,2024-02-19,Standard,399,11.8,1,2,2,36,Yes,0.7327,4,1169.39,1169.39,426.61,High Risk,High Risk,0.4,467.76,Payment retry & Concierge billing call,65.0,402.76,7.2,True
189,2024-09-24,Premium,699,7.6,6,0,27,20,Yes,0.1907,8,1066.39,1066.39,4525.61,Low Risk,Low Risk,0.52,554.52,No action,0.0,554.52,554.5,False
190,2024-06-20,Standard,399,2.7,1,1,24,27,Yes,0.7935,8,2532.85,2532.85,659.15,High Risk,High Risk,0.45,1139.78,Payment reminder & Priority billing assistance,35.0,1104.78,32.6,True
191,2023-03-20,Basic,199,21.8,5,1,26,21,No,0.3339,8,531.57,531.57,1060.43,Low Risk,Low Risk,0.6,318.94,No action,0.0,318.94,318.9,False
192,2024-10-22,Premium,699,13.5,3,2,8,22,No,0.4873,6,2043.74,2043.74,2150.26,Medium Risk,Medium Risk,0.42,858.37,Payment retry & Concierge billing call,65.0,793.37,13.2,True
193,2024-11-02,Basic,199,3.0,4,1,16,11,No,0.2316,6,276.53,276.53,917.47,Low Risk,Low Risk,0.57,157.62,No action,0.0,157.62,157.6,False
194,2024-08-16,Basic,199,23.8,7,3,12,48,Yes,0.7538,6,900.04,900.04,293.96,High Risk,High Risk,0.06,54.0,Payment retry & Concierge billing call,65.0,-11.0,0.8,False
195,2024-03-28,Standard,399,21.7,5,1,21,28,Yes,0.5345,8,1706.12,1706.12,1485.88,Medium Risk,Medium Risk,0.6,1023.67,Payment reminder & Priority billing assistance,35.0,988.67,29.2,True
196,2024-04-17,Premium,699,20.0,0,2,20,32,Yes,0.5814,8,3251.19,3251.19,2340.81,Medium Risk,Medium Risk,0.6,1950.71,Payment retry & Concierge billing call,65.0,1885.71,30.0,True
197,2023-04-03,Standard,399,1.9,4,0,3,41,No,0.4826,4,770.23,770.23,825.77,Medium Risk,Medium Risk,0.38,292.69,Customer support follow-up,120.0,172.69,2.4,True
198,2024-08-08,Premium,699,9.9,8,5,33,57,Yes,0.8318,8,4651.43,4651.43,940.57,Critical Risk,Critical Risk,0.05,232.57,Payment retry & Concierge billing call,65.0,167.57,3.6,True
199,2024-04-06,Premium,699,8.4,7,4,13,9,No,0.4796,6,2011.44,2011.44,2182.56,Medium Risk,Medium Risk,0.2,402.29,Payment retry & Concierge billing call,65.0,337.29,6.2,True
200,2023-09-11,Basic,199,24.6,1,4,22,41,Yes,0.5701,8,907.6,907.6,684.4,Medium Risk,Medium Risk,0.41,372.12,Payment retry & Concierge billing call,65.0,307.12,5.7,True
201,2024-01-17,Premium,699,24.8,8,4,29,39,Yes,0.8622,8,4821.42,4821.42,770.58,Critical Risk,Critical Risk,0.05,241.07,Payment retry & Concierge billing call,65.0,176.07,3.7,True
202,2024-10-08,Standard,399,10.5,5,5,25,38,Yes,0.8301,8,2649.68,2649.68,542.32,Critical Risk,Critical Risk,0.05,132.48,Payment retry & Concierge billing call,65.0,67.48,2.0,True
203,2023-09-16,Premium,699,2.1,1,4,22,43,Yes,0.9574,8,5353.78,5353.78,238.22,Critical Risk,Critical Risk,0.06,321.23,Payment retry & Concierge billing call,65.0,256.23,4.9,True
204,2024-12-16,Premium,699,8.7,2,2,10,19,No,0.369,6,1547.59,1547.59,2646.41,Medium Risk,Medium Risk,0.41,634.51,Payment retry & Concierge billing call,65.0,569.51,9.8,True
205,2023-12-03,Premium,699,3.7,1,2,26,35,Yes,0.9044,8,5057.4,5057.4,534.6,Critical Risk,Critical Risk,0.28,1416.07,Payment retry & Concierge billing call,65.0,1351.07,21.8,True
206,2023-11-13,Basic,199,2.8,6,4,34,23,Yes,0.9416,8,1499.03,1499.03,92.97,Critical Risk,Critical Risk,0.05,74.95,Payment retry & Concierge billing call,65.0,9.95,1.2,True
207,2023-06-08,Basic,199,8.9,7,1,14,14,No,0.2326,6,277.72,277.72,916.28,Low Risk,Low Risk,0.51,141.64,No action,0.0,141.64,141.6,False
208,2024-06-23,Basic,199,21.2,1,4,19,49,Yes,0.6259,8,996.43,996.43,595.57,High Risk,High Risk,0.37,368.68,Payment retry & Concierge billing call,65.0,303.68,5.7,True
209,2023-07-05,Basic,199,22.0,2,4,22,24,Yes,0.5324,8,847.58,847.58,744.42,Medium Risk,Medium Risk,0.42,355.98,Payment retry & Concierge billing call,65.0,290.98,5.5,True
210,2023-09-01,Premium,699,18.2,0,3,11,23,No,0.4468,6,1873.88,1873.88,2320.12,Medium Risk,Medium Risk,0.48,899.46,Payment retry & Concierge billing call,65.0,834.46,13.8,True
211,2024-04-25,Standard,399,18.9,7,1,19,34,Yes,0.5831,8,1861.26,1861.26,1330.74,Medium Risk,Medium Risk,0.41,763.12,Payment reminder & Priority billing assistance,35.0,728.12,21.8,True
212,2024-01-27,Basic,199,17.1,7,3,24,49,Yes,0.7645,8,1217.08,1217.08,374.92,High Risk,High Risk,0.07,85.2,Payment retry & Concierge billing call,65.0,20.2,1.3,True
213,2023-09-14,Premium,699,10.8,2,1,34,51,No,0.3531,8,1974.54,1974.54,3617.46,Medium Risk,Medium Risk,0.53,1046.51,Payment reminder & Priority billing assistance,35.0,1011.51,29.9,True
214,2023-05-08,Basic,199,21.9,8,0,31,45,No,0.3195,8,508.64,508.64,1083.36,Low Risk,Low Risk,0.5,254.32,No action,0.0,254.32,254.3,False
215,2024-03-23,Standard,399,19.2,4,3,6,57,Yes,0.654,6,1565.68,1565.68,828.32,High Risk,High Risk,0.25,391.42,Payment retry & Concierge billing call,65.0,326.42,6.0,True
216,2024-05-29,Basic,199,20.5,5,0,15,26,Yes,0.6341,6,757.12,757.12,436.88,High Risk,High Risk,0.68,514.84,Customer support follow-up,120.0,394.84,4.3,True
217,2023-04-12,Standard,399,10.0,1,2,16,14,Yes,0.4074,6,975.32,975.32,1418.68,Medium Risk,Medium Risk,0.66,643.71,Payment retry & Concierge billing call,65.0,578.71,9.9,True
218,2024-04-28,Premium,699,19.9,2,0,22,18,No,0.2074,8,1159.78,1159.78,4432.22,Low Risk,Low Risk,0.8,927.82,No action,0.0,927.82,927.8,False
219,2023-03-23,Premium,699,19.1,7,3,9,39,Yes,0.8418,6,3530.51,3530.51,663.49,Critical Risk,Critical Risk,0.05,176.53,Payment retry & Concierge billing call,65.0,111.53,2.7,True
220,2024-06-24,Basic,199,5.8,2,4,17,60,No,0.6269,6,748.52,748.52,445.48,High Risk,High Risk,0.18,134.73,Payment retry & Concierge billing call,65.0,69.73,2.1,True
221,2024-03-05,Standard,399,19.5,3,2,8,7,Yes,0.5041,6,1206.82,1206.82,1187.18,Medium Risk,Medium Risk,0.6,724.09,Payment retry & Concierge billing call,65.0,659.09,11.1,True
222,2024-06-11,Premium,699,2.0,7,4,30,34,Yes,0.9887,8,5528.81,5528.81,63.19,Critical Risk,Critical Risk,0.05,276.44,Payment retry & Concierge billing call,65.0,211.44,4.3,True
223,2023-09-04,Premium,699,18.1,4,3,16,0,No,0.4153,6,1741.77,1741.77,2452.23,Medium Risk,Medium Risk,0.52,905.72,Payment retry & Concierge billing call,65.0,840.72,13.9,True
224,2024-06-22,Premium,699,5.1,1,4,27,23,Yes,0.7351,8,4110.68,4110.68,1481.32,High Risk,High Risk,0.29,1192.1,Payment retry & Concierge billing call,65.0,1127.1,18.3,True
225,2024-04-26,Premium,699,19.8,8,4,33,1,Yes,0.6562,8,3669.47,3669.47,1922.53,High Risk,High Risk,0.28,1027.45,Payment retry & Concierge billing call,65.0,962.45,15.8,True
226,2023-03-11,Basic,199,24.5,4,5,25,1,Yes,0.7328,8,1166.62,1166.62,425.38,High Risk,High Risk,0.38,443.32,Payment retry & Concierge billing call,65.0,378.32,6.8,True
227,2023-05-17,Standard,399,18.5,1,4,16,47,No,0.5314,6,1272.17,1272.17,1121.83,Medium Risk,Medium Risk,0.34,432.54,Payment retry & Concierge billing call,65.0,367.54,6.7,True
228,2024-05-05,Basic,199,13.9,2,5,23,29,No,0.6164,8,981.31,981.31,610.69,High Risk,High Risk,0.24,235.51,Payment retry & Concierge billing call,65.0,170.51,3.6,True
229,2023-02-07,Premium,699,20.4,1,5,12,49,No,0.5911,6,2479.07,2479.07,1714.93,Medium Risk,Medium Risk,0.18,446.23,Payment retry & Concierge billing call,65.0,381.23,6.9,True
230,2024-06-11,Standard,399,1.6,3,0,13,20,No,0.2739,6,655.72,655.72,1738.28,Low Risk,Low Risk,0.58,380.32,No action,0.0,380.32,380.3,False
231,2023-02-18,Standard,399,12.1,0,5,35,12,Yes,0.3856,8,1230.84,1230.84,1961.16,Medium Risk,Medium Risk,0.42,516.95,Payment retry & Concierge billing call,65.0,451.95,8.0,True
232,2024-03-26,Premium,699,7.2,5,3,22,56,Yes,0.7368,8,4120.19,4120.19,1471.81,High Risk,High Risk,0.17,700.43,Payment retry & Concierge billing call,65.0,635.43,10.8,True
233,2024-06-15,Standard,399,24.4,7,5,22,31,Yes,0.8681,8,2770.98,2770.98,421.02,Critical Risk,Critical Risk,0.05,138.55,Payment retry & Concierge billing call,65.0,73.55,2.1,True
234,2023-07-04,Standard,399,18.3,1,3,6,38,No,0.5062,6,1211.84,1211.84,1182.16,Medium Risk,Medium Risk,0.36,436.26,Payment retry & Concierge billing call,65.0,371.26,6.7,True
235,2024-04-01,Premium,699,8.4,1,2,19,42,Yes,0.4682,8,2618.17,2618.17,2973.83,Medium Risk,Medium Risk,0.44,1151.99,Payment retry & Concierge billing call,65.0,1086.99,17.7,True
236,2023-12-28,Premium,699,4.6,7,2,28,28,Yes,0.9578,8,5356.02,5356.02,235.98,Critical Risk,Critical Risk,0.13,696.28,Payment retry & Concierge billing call,65.0,631.28,10.7,True
237,2024-01-08,Premium,699,7.2,0,0,28,42,No,0.2692,8,1505.37,1505.37,4086.63,Low Risk,Low Risk,0.67,1008.6,No action,0.0,1008.6,1008.6,False
238,2023-02-05,Premium,699,23.8,2,4,11,43,No,0.5098,6,2138.1,2138.1,2055.9,Medium Risk,Medium Risk,0.28,598.67,Payment retry & Concierge billing call,65.0,533.67,9.2,True
239,2023-02-03,Basic,199,6.3,5,2,5,24,No,0.5794,6,691.8,691.8,502.2,Medium Risk,Medium Risk,0.26,179.87,Payment retry & Concierge billing call,65.0,114.87,2.8,True
240,2024-08-10,Premium,699,17.1,5,2,10,28,No,0.7593,6,3184.5,3184.5,1009.5,High Risk,High Risk,0.25,796.12,Payment retry & Concierge billing call,65.0,731.12,12.2,True
241,2023-04-27,Basic,199,9.5,5,5,34,17,Yes,0.6412,8,1020.79,1020.79,571.21,High Risk,High Risk,0.07,71.46,Payment retry & Concierge billing call,65.0,6.46,1.1,True
242,2023-09-24,Basic,199,12.7,6,4,12,7,Yes,0.5625,6,671.62,671.62,522.38,Medium Risk,Medium Risk,0.21,141.04,Payment retry & Concierge billing call,65.0,76.04,2.2,True
243,2023-07-24,Premium,699,5.8,4,5,29,58,No,0.6139,8,3432.93,3432.93,2159.07,High Risk,High Risk,0.05,171.65,Payment retry & Concierge billing call,65.0,106.65,2.6,True
244,2023-03-31,Basic,199,21.4,7,1,9,57,No,0.4429,6,528.82,528.82,665.18,Medium Risk,Medium Risk,0.35,185.09,Payment reminder,15.0,170.09,12.3,True
245,2023-11-04,Premium,699,16.9,1,4,21,34,Yes,0.6042,8,3378.69,3378.69,2213.31,High Risk,High Risk,0.33,1114.97,Payment retry & Concierge billing call,65.0,1049.97,17.2,True
246,2023-05-23,Basic,199,19.9,8,1,12,7,No,0.308,6,367.75,367.75,826.25,Low Risk,Low Risk,0.5,183.88,No action,0.0,183.88,183.9,False
247,2024-07-18,Basic,199,1.1,8,4,32,23,Yes,0.9858,8,1569.39,1569.39,22.61,Critical Risk,Critical Risk,0.05,78.47,Payment retry & Concierge billing call,65.0,13.47,1.2,True
248,2024-02-25,Basic,199,2.1,6,5,6,46,Yes,0.9832,6,1173.94,1173.94,20.06,Critical Risk,Critical Risk,0.05,58.7,Payment retry & Concierge billing call,65.0,-6.3,0.9,False
249,2024-11-27,Standard,399,3.6,5,5,5,4,Yes,0.8151,6,1951.35,1951.35,442.65,Critical Risk,Critical Risk,0.05,97.57,Payment retry & Concierge billing call,65.0,32.57,1.5,True
250,2023-05-13,Premium,699,3.6,8,5,23,37,Yes,0.9811,8,5486.31,5486.31,105.69,Critical Risk,Critical Risk,0.05,274.32,Payment retry & Concierge billing call,65.0,209.32,4.2,True
251,2023-06-18,Standard,399,22.8,0,0,33,33,Yes,0.6192,8,1976.49,1976.49,1215.51,High Risk,High Risk,0.83,1640.49,Engagement campaign,10.0,1630.49,164.0,True
252,2023-10-18,Basic,199,23.4,3,2,21,60,No,0.5083,8,809.21,809.21,782.79,Medium Risk,Medium Risk,0.51,412.7,Payment retry & Concierge billing call,65.0,347.7,6.3,True
253,2024-09-21,Basic,199,5.3,8,2,17,8,No,0.5111,6,610.25,610.25,583.75,Medium Risk,Medium Risk,0.33,201.38,Payment retry & Concierge billing call,65.0,136.38,3.1,True
254,2023-06-25,Premium,699,12.8,2,4,6,60,Yes,0.7281,6,3053.65,3053.65,1140.35,High Risk,High Risk,0.17,519.12,Payment retry & Concierge billing call,65.0,454.12,8.0,True
255,2024-10-18,Premium,699,21.1,0,0,22,5,Yes,0.209,8,1168.73,1168.73,4423.27,Low Risk,Low Risk,0.95,1110.29,No action,0.0,1110.29,1110.3,False
256,2024-10-04,Premium,699,16.5,6,4,17,40,Yes,0.8174,6,3428.18,3428.18,765.82,Critical Risk,Critical Risk,0.05,171.41,Payment retry & Concierge billing call,65.0,106.41,2.6,True
257,2024-12-02,Premium,699,16.2,4,3,19,15,No,0.4831,8,2701.5,2701.5,2890.5,Medium Risk,Medium Risk,0.38,1026.57,Payment retry & Concierge billing call,65.0,961.57,15.8,True
258,2024-04-20,Standard,399,11.6,0,1,20,28,No,0.3294,8,1051.44,1051.44,2140.56,Low Risk,Low Risk,0.7,736.01,No action,0.0,736.01,736.0,False
259,2023-12-20,Basic,199,15.4,5,5,22,20,No,0.5626,8,895.66,895.66,696.34,Medium Risk,Medium Risk,0.13,116.44,Payment retry & Concierge billing call,65.0,51.44,1.8,True
260,2024-04-22,Standard,399,19.1,8,4,9,6,Yes,0.7776,6,1861.57,1861.57,532.43,High Risk,High Risk,0.07,130.31,Payment retry & Concierge billing call,65.0,65.31,2.0,True
261,2024-01-29,Basic,199,11.5,2,0,18,3,No,0.2277,6,271.87,271.87,922.13,Low Risk,Low Risk,0.84,228.37,No action,0.0,228.37,228.4,False
262,2023-11-17,Premium,699,6.6,2,2,27,59,Yes,0.6244,8,3491.64,3491.64,2100.36,High Risk,High Risk,0.39,1361.74,Payment retry & Concierge billing call,65.0,1296.74,20.9,True
263,2024-05-24,Basic,199,12.7,8,3,11,31,No,0.7328,6,874.96,874.96,319.04,High Risk,High Risk,0.05,43.75,Payment retry & Concierge billing call,65.0,-21.25,0.7,False
264,2023-12-28,Basic,199,23.7,8,3,6,15,Yes,0.6003,6,716.76,716.76,477.24,High Risk,High Risk,0.22,157.69,Payment retry & Concierge billing call,65.0,92.69,2.4,True
265,2023-04-21,Basic,199,7.4,7,2,4,34,Yes,0.7857,4,625.42,625.42,170.58,High Risk,High Risk,0.05,31.27,Payment retry & Concierge billing call,65.0,-33.73,0.5,False
266,2023-02-22,Standard,399,22.1,5,3,9,23,Yes,0.8076,6,1933.39,1933.39,460.61,Critical Risk,Critical Risk,0.2,386.68,Payment retry & Concierge billing call,65.0,321.68,5.9,True
267,2024-04-06,Premium,699,5.3,8,2,36,4,Yes,0.6351,8,3551.48,3551.48,2040.52,High Risk,High Risk,0.33,1171.99,Payment retry & Concierge billing call,65.0,1106.99,18.0,True
268,2023-12-14,Premium,699,20.7,1,1,18,6,No,0.1617,6,678.17,678.17,3515.83,Low Risk,Low Risk,0.87,590.01,No action,0.0,590.01,590.0,False
269,2023-02-11,Premium,699,19.0,3,4,24,32,Yes,0.7888,8,4410.97,4410.97,1181.03,High Risk,High Risk,0.15,661.65,Payment retry & Concierge billing call,65.0,596.65,10.2,True
270,2024-09-12,Basic,199,3.9,5,3,3,33,Yes,0.9147,4,728.1,728.1,67.9,Critical Risk,Critical Risk,0.05,36.4,Payment retry & Concierge billing call,65.0,-28.6,0.6,False
